REE
-0.00035750866
0.0005592108
0.00097465515
0.0001244545
-0.0009249449
0.0003736019
-0.0005528927
-0.0005221963
-0.00023788214
-0.00042188168
0.00020074844
0.0007878542
0.0014246702
0.0014697313
0.001119256
0.00015640259
0.0013707876
0.00033652782
-0.00042033195
-0.0008042455
-0.0009886026
-0.00054597855
-0.0002475977
5.5909157e-05
-0.00073838234
-0.0011540651
-0.00066787004
0.001554966
0.0022028685
0.002939105
0.0016585588
0.0013424158
5.507469e-05
0.00054883957
0.0016082525
0.0014750957
0.00037491322
0.0010033846
0.0021779537
0.0034663677
0.0020253658
0.0006490946
0.0013302565
0.0010404587
0.001403451
0.0019347668
0.0020145178
0.0018686056
0.0021762848
0.002246976
0.0023329258
0.0026493073
0.0035914183
0.0033295155
0.0028284788
0.00075018406
-0.00032442808
-0.0014249086
-0.0011799932
-0.0032035112
-0.0022497773
-0.0018239021
-0.002301693
-0.0030136108
-0.0028454661
-0.0019571185
-0.0012639165
-0.0016594529
-0.0008134842
-0.0016466379
-0.0018790364
-0.0010165572
-0.0003889799
0.00012433529
0.0007008314
0.0010954142
0.0024453402
0.0019433498
0.0018469095
0.002082467
0.0031559467
0.0037337542
0.0033553839
0.0025689602
0.0026277304
0.003010869
0.00078833103
0.002470255
0.001986146
0.0007920265
-0.00094890594
-0.00014191866
-0.0010185838
-0.0013850927
-0.0012564063
-0.001760304
-0.0022867918
-0.0027366877
-0.0017870069
-0.0012332797
